id,lat,lon,user,uid,version,changeset,timestamp 
203226744,36.6308656,-87.4299984,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:46:27Z
203227066,35.6496726,-86.8930373,woodpeck_fixbot,147510,3,3110698,2009-11-14T06:00:50Z
203227321,35.558283,-87.1771913,dr ingrid,1901542,4,25927560,2014-10-07T21:29:36Z
203227591,36.5722239,-87.4407262,Shawn Noble,1791301,5,35698004,2015-12-02T02:02:36Z
203227788,36.502399,-87.246705,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:46:43Z
203228031,35.6779078,-87.0120317,homeslice60148,365944,3,25427489,2014-09-14T09:13:25Z
203228284,36.5648746,-87.3567064,42429,42429,4,7792007,2011-04-07T08:26:03Z
203228605,35.6415385,-87.1460123,dchiles,153669,3,21371263,2014-03-28T19:20:11Z
203228837,36.5988857,-87.4951394,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:46:58Z
203229068,35.630705,-87.0684681,wvdp,436419,4,23249126,2014-06-28T16:22:03Z
203229449,35.4457646,-87.0926962,jonesydesign,1802220,3,21877026,2014-04-23T02:57:08Z
203229682,36.5227353,-87.3313185,Rub21,510836,3,18168693,2013-10-03T20:29:37Z
203229947,36.473217,-87.350792,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:47:18Z
203230203,35.529811,-87.152207,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:49:59Z
203230445,36.6295066,-87.3326127,Nick_T,678281,5,24692711,2014-08-12T03:42:11Z
203230701,35.748002,-87.210714,Spanholz,2209894,3,43876872,2016-11-22T17:57:50Z
203230959,35.7542832,-87.1230771,adamos,25867,3,25156180,2014-09-01T10:12:43Z
203231185,36.4913983,-87.2868405,42429,42429,3,7794994,2011-04-07T14:14:47Z
203231472,36.4765513,-87.144132,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:47:41Z
203231743,36.369024,-87.501498,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:47:46Z
203231977,36.5547293,-87.4129769,Rub21,510836,4,18169886,2013-10-03T22:04:07Z
203232195,35.747703,-87.063207,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:50:22Z
203232470,35.716304,-87.073204,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:50:25Z
203232776,36.6001263,-87.3171667,Nick_T,678281,6,24672291,2014-08-11T08:30:33Z
203232990,36.5195809,-87.3064802,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:48:03Z
203233223,36.4946422,-87.5463796,AndrewSnow,371121,4,45153367,2017-01-14T04:48:43Z
203233405,36.423208,-87.584358,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:48:24Z
203233613,36.482533,-87.550495,AndrewSnow,371121,3,45153367,2017-01-14T04:48:43Z
203233850,35.562723,-87.190037,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:50:41Z
203234097,36.5758437,-87.3029345,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:48:33Z
203234361,36.632507,-87.3074264,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:48:35Z
203234575,36.5483325,-87.3258092,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:48:38Z
203234814,35.5593646,-87.1673516,bamaobrien,1213720,3,14917557,2013-02-05T03:09:40Z
203235084,36.5368071,-87.2767121,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:48:44Z
203235350,35.686074,-87.051557,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:50:59Z
203235556,36.463247,-87.508595,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:48:50Z
203235788,35.548594,-86.94902,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:51:05Z
203236034,35.675559,-86.999072,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:51:24Z
203236300,36.4566752,-87.3362109,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:48:58Z
203236535,35.7216138,-86.9918241,MikeN,135163,3,46204904,2017-02-19T01:05:32Z
203236826,35.452797,-87.037371,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:51:34Z
203237046,35.627754,-87.009152,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:51:38Z
203237325,35.6397779,-87.0200599,uboot,26299,3,14111299,2012-12-01T13:16:39Z
203237582,36.4694283,-87.145451,Nick_T,678281,3,24727947,2014-08-13T17:00:43Z
203237853,35.653053,-87.107661,AndrewSnow,371121,3,45093252,2017-01-12T02:31:56Z
203238188,36.510277,-87.2283849,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:49:20Z
203238480,36.555147,-87.4216749,Shawn Noble,1791301,4,35621673,2015-11-28T02:53:41Z
203238841,36.5515295,-87.4059119,Shawn Noble,1791301,4,35181520,2015-11-09T00:08:29Z
203239114,36.5330322,-87.3235626,42429,42429,3,7793006,2011-04-07T10:07:52Z
203239390,36.5382023,-87.4307341,Shawn Noble,1791301,6,36209236,2015-12-28T00:21:36Z
203239599,35.591367,-86.89037,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:52:11Z
203239852,35.6227152,-87.0588791,wvdp,436419,3,23249126,2014-06-28T16:22:04Z
203240136,36.5347288,-87.2214841,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:49:43Z
203240416,35.6099735,-87.0265957,wvdp,436419,3,23249126,2014-06-28T16:22:04Z
203240760,36.518913,-87.156978,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:49:49Z
203240993,36.415236,-87.527496,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:49:52Z
203241223,36.444338,-87.409289,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:49:55Z
203241433,35.540197,-86.873921,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:52:33Z
203241645,35.7355176,-87.1291134,adamos,25867,3,25156180,2014-09-01T10:12:44Z
203241891,36.5660251,-87.425827,Shawn Noble,1791301,4,35621673,2015-11-28T02:53:41Z
203242184,36.531507,-87.5224235,AndrewSnow,371121,3,45153479,2017-01-14T05:12:37Z
203242436,35.5960308,-87.3021397,DavidYJackson,1979756,3,25212771,2014-09-03T19:29:32Z
203242665,36.411875,-87.499209,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:50:29Z
203242971,36.437714,-87.503832,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:50:33Z
203243269,36.5390184,-87.3577338,Shawn Noble,1791301,4,25196057,2014-09-03T04:45:39Z
203243576,36.6372456,-87.3307895,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:50:41Z
203243844,35.585932,-87.325256,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:53:06Z
203244151,35.760917,-87.072676,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:53:09Z
203244394,35.631775,-87.300589,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:53:36Z
203244754,36.5837988,-87.4098724,Shawn Noble,1791301,5,26089544,2014-10-15T08:18:38Z
203245096,36.5547742,-87.3408208,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:51:00Z
203245350,36.475478,-87.341555,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:51:04Z
203245623,36.541484,-87.501303,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:51:08Z
203245896,35.590657,-86.856772,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:53:56Z
203246123,36.6353096,-87.348614,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:51:14Z
203246397,35.607965,-86.947651,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:54:02Z
203246665,35.602705,-86.982174,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:54:05Z
203246852,35.770547,-87.133104,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:54:07Z
203247105,36.345853,-87.473184,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:51:29Z
203247345,36.5182721,-87.2205314,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:51:32Z
203247641,36.5603794,-87.3513608,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:51:36Z
203247888,35.6238366,-87.0229691,42429,42429,3,7228453,2011-02-08T17:08:44Z
203248188,36.425519,-87.289754,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:51:44Z
203248410,36.438452,-87.227832,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:51:48Z
203248641,35.64603,-87.125071,AndrewSnow,371121,3,45094049,2017-01-12T03:58:35Z
203248894,35.7686447,-87.1403559,dr ingrid,1901542,3,26108616,2014-10-16T02:43:37Z
203249218,36.588032,-87.480219,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:51:59Z
203249509,35.683571,-87.157355,AndrewSnow,371121,4,45093252,2017-01-12T02:31:54Z
203249752,36.457059,-87.124496,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:52:07Z
203250049,35.661257,-86.870477,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:54:43Z
203250248,35.587614,-87.268942,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:54:46Z
203250538,35.662943,-87.203318,AndrewSnow,371121,3,45093357,2017-01-12T02:44:14Z
203250779,36.6325247,-87.4425202,Shawn Noble,1791301,4,29236212,2015-03-04T04:09:01Z
203251043,36.403401,-87.210389,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:52:40Z
203251317,36.42669,-87.447172,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:52:44Z
203251633,35.707786,-87.166118,AndrewSnow,371121,3,45093161,2017-01-12T02:21:54Z
203251830,36.484801,-87.314279,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:52:50Z
203252048,36.5444913,-87.2965063,samely,2512300,3,30386012,2015-04-21T18:05:00Z
203252397,36.4816862,-87.1903492,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:52:56Z
203252752,35.6545673,-87.3034014,dr ingrid,1901542,3,25971974,2014-10-09T22:50:43Z
203253085,36.3380913,-87.3756741,calfarome,2511706,3,29430636,2015-03-12T17:12:39Z
203253301,36.4631818,-87.3776946,dchiles,153669,3,25942969,2014-10-08T16:28:54Z
203253569,35.771524,-87.15235,AndrewSnow,371121,3,45093525,2017-01-12T03:01:53Z
203253814,35.507315,-87.257839,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:55:34Z
203254057,35.681267,-87.159195,AndrewSnow,371121,3,45093299,2017-01-12T02:37:12Z
203254337,36.6080499,-87.4879983,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:53:18Z
203254538,36.6079121,-87.4540179,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:53:21Z
203254799,36.5168511,-87.2155361,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:53:24Z
203255061,35.5457412,-87.2126834,dr ingrid,1901542,3,33101652,2015-08-04T15:32:43Z
203255400,36.5039903,-87.2899734,42429,42429,3,7794994,2011-04-07T14:15:13Z
203255616,35.58527,-86.870198,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:56:03Z
203255867,36.563016,-87.4362553,Shawn Noble,1791301,5,35639627,2015-11-29T02:43:19Z
203256170,36.3492779,-87.4066596,calfarome,2511706,3,29427897,2015-03-12T14:47:22Z
203256393,35.572272,-86.842437,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:56:15Z
203256701,35.6441447,-86.887285,MikeN,135163,3,25551862,2014-09-20T00:35:04Z
203256983,36.450303,-87.570512,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:53:53Z
203257277,36.5707299,-87.3291803,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:53:56Z
203257507,35.724275,-87.059107,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:56:35Z
203257878,36.6331683,-87.3527696,woodpeck_fixbot,147510,5,3166485,2009-11-20T08:54:04Z
203258228,35.658908,-86.972046,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:56:46Z
203258575,36.5901974,-87.3074065,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:54:13Z
203258848,35.699259,-86.993304,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:56:55Z
203259093,36.453638,-87.500048,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:54:20Z
203259417,35.6119629,-87.0524466,dr ingrid,1901542,3,25927560,2014-10-07T21:29:43Z
203259632,35.788578,-87.101744,AndrewSnow,371121,3,45093687,2017-01-12T03:18:25Z
203259935,36.6253116,-87.290307,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:54:29Z
203260143,35.565852,-87.042621,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:57:18Z
203260374,35.5591514,-87.0989595,dchiles,153669,3,21371263,2014-03-28T19:20:20Z
203260626,35.642421,-87.282323,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:57:26Z
203260928,36.5058722,-87.5305561,AndrewSnow,371121,3,45153479,2017-01-14T05:12:38Z
203261199,35.626045,-86.912117,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:57:49Z
203261442,35.5391724,-87.2158419,ELadner,22925,4,34166200,2015-09-21T16:33:28Z
203261689,36.5746757,-87.4044366,Shawn Noble,1791301,3,26089544,2014-10-15T08:18:38Z
203262032,35.5395527,-87.1926428,ELadner,22925,3,34165815,2015-09-21T16:13:55Z
203262283,36.490833,-87.476235,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:55:11Z
203262599,35.7002025,-86.9585629,atinius,381746,3,6608103,2010-12-10T18:23:51Z
203262869,35.435638,-87.021733,woodpeck_fixbot,147510,2,3022325,2009-11-03T06:58:18Z
203263107,36.4495298,-87.3596341,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:55:21Z
203263377,36.475649,-87.424458,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:55:24Z
203263665,36.497809,-87.466555,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:55:30Z
203264505,36.5646798,-87.4044339,Shawn Noble,1791301,5,29180755,2015-03-01T16:33:06Z
203265164,36.3365906,-87.3800075,calfarome,2511706,3,29428023,2015-03-12T14:54:25Z
203265791,36.538067,-87.45839,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:55:54Z
203266242,36.441845,-87.594964,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:56:00Z
203266788,36.3397983,-87.3599656,calfarome,2511706,3,29430636,2015-03-12T17:12:39Z
203267335,36.4570066,-87.3769805,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:56:13Z
203267773,36.6199316,-87.2940149,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:56:20Z
203268161,36.440946,-87.294567,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:56:25Z
203268690,36.5809361,-87.4247985,Shawn Noble,1791301,6,35936600,2015-12-14T01:55:01Z
203269257,36.440322,-87.274086,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:56:40Z
203269699,36.490513,-87.384377,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:57:00Z
203270216,36.6153528,-87.4764112,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:57:08Z
203270753,36.4361435,-87.5503513,Pnrrth,1012362,3,30545802,2015-04-27T14:52:53Z
203271356,36.5186099,-87.3519619,Rub21,510836,3,18168693,2013-10-03T20:29:39Z
203272173,36.5895177,-87.382145,Shawn Noble,1791301,4,42766984,2016-10-10T02:27:08Z
203272669,36.606887,-87.515113,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:57:40Z
203273258,36.491073,-87.497003,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:57:46Z
203273796,36.424854,-87.466754,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:57:53Z
203274310,36.5526255,-87.2885052,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:58:00Z
203274915,36.5917824,-87.3163414,Nick_T,678281,4,24692622,2014-08-12T03:29:20Z
203275481,36.5625441,-87.3544593,woodpeck_fixbot,147510,4,3166485,2009-11-20T08:58:15Z
203276035,36.6322018,-87.4029532,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:58:22Z
203276611,36.4799024,-87.3783493,dr ingrid,1901542,3,25512199,2014-09-18T02:23:46Z
203277115,36.597869,-87.526818,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:58:36Z
203277623,36.4997754,-87.1258475,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:58:43Z
203278300,36.5618202,-87.4357214,Shawn Noble,1791301,5,35639627,2015-11-29T02:43:20Z
203279044,36.5040027,-87.3046644,Rub21,510836,3,18167302,2013-10-03T19:04:40Z
203279647,36.477497,-87.2260548,woodpeck_fixbot,147510,3,3166485,2009-11-20T08:59:21Z
203280296,36.6158531,-87.1500414,rza31,2137840,3,47054409,2017-03-21T23:48:07Z
203280773,36.507153,-87.448842,woodpeck_fixbot,147510,2,3166485,2009-11-20T08:59:35Z
203281222,36.5970526,-87.4050008,Shawn Noble,1791301,5,47057529,2017-03-22T04:04:40Z
203281743,36.5247163,-87.3726767,NE2,207745,4,11625415,2012-05-17T17:20:44Z
203282196,36.5276076,-87.3997937,Shawn Noble,1791301,4,40011882,2016-06-14T08:12:39Z
203282671,36.427227,-87.390947,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:00:01Z
203283074,36.5636707,-87.4411142,Shawn Noble,1791301,4,28580500,2015-02-03T02:23:10Z
203283851,36.586811,-87.53358,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:00:17Z
203284366,36.4643623,-87.2028891,woodpeck_fixbot,147510,4,3166485,2009-11-20T09:00:23Z
203285377,36.412484,-87.267802,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:00:36Z
203285925,36.45349,-87.406089,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:00:41Z
203286507,36.438242,-87.364328,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:00:46Z
203287248,36.5058461,-87.3464384,Rub21,510836,3,18168124,2013-10-03T19:56:23Z
203287823,36.3298067,-87.4280005,tnorne,2031839,3,21716858,2014-04-15T20:03:30Z
203288210,36.555284,-87.3107109,woodpeck_fixbot,147510,4,3166485,2009-11-20T09:01:08Z
203288708,36.365203,-87.261176,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:01:30Z
203289190,36.410931,-87.525741,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:01:35Z
203289817,36.4245748,-87.3170334,Roadrunner21,330773,3,13853960,2012-11-12T23:46:22Z
203290291,36.429688,-87.586939,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:01:48Z
203290884,36.409565,-87.416277,woodpeck_fixbot,147510,2,3166485,2009-11-20T09:01:53Z
203338811,36.143475,-85.804073,woodpeck_fixbot,147510,2,3203620,2009-11-24T11:50:03Z
203346669,36.182051,-85.802743,woodpeck_fixbot,147510,2,3203620,2009-11-24T11:52:40Z
203361908,36.155331,-85.794546,woodpeck_fixbot,147510,2,3203620,2009-11-24T11:58:37Z
203384471,36.1367733,-85.7902329,MikeN,135163,3,24431448,2014-07-29T20:54:07Z
203403152,36.4966793,-86.8883402,ediyes,1240849,4,19521958,2013-12-18T20:42:26Z
203403438,36.4718489,-86.8926911,woodpeck_fixbot,147510,3,3233704,2009-11-28T06:24:14Z
203403769,36.626098,-87.042045,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:20Z
203404773,36.584406,-87.071614,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:26Z
203405324,36.553226,-87.021235,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:31Z
203405847,36.540772,-86.683765,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:36Z
203406706,36.470829,-86.682547,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:43Z
203407257,36.573525,-87.097958,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:48Z
203407889,36.446458,-86.694405,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:24:53Z
203408533,36.5590698,-86.7149905,pyram,497849,3,40839272,2016-07-18T21:06:13Z
203409018,36.5282046,-86.8822061,AndrewSnow,371121,3,21147778,2014-03-17T01:30:33Z
203409625,36.4027316,-87.0226237,ToeBee,262151,4,21900716,2014-04-24T06:14:34Z
203410285,36.572984,-87.089173,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:25:16Z
203410953,36.5005109,-86.7351533,25or6to4,37392,3,45890086,2017-02-07T16:27:01Z
203411615,36.4042087,-86.765395,joshparnham,1009527,4,15193363,2013-02-28T08:23:09Z
203412274,36.5292811,-86.6431409,woodpeck_fixbot,147510,3,3233704,2009-11-28T06:25:35Z
203412846,36.5805743,-87.0613919,wegavision,564585,5,19249010,2013-12-03T10:40:06Z
203413346,36.499587,-86.992181,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:25:48Z
203413815,36.5952014,-87.0923891,wegavision,564585,3,19247698,2013-12-03T08:59:15Z
203414260,36.574607,-87.044316,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:26:13Z
203415039,36.2036226,-85.7990655,gcjunge,775666,3,12989684,2012-09-05T01:46:53Z
203415656,36.5655816,-86.6126137,ediyes,1240849,3,27024220,2014-11-25T15:33:56Z
203416389,36.166017,-85.79902,woodpeck_fixbot,147510,2,3203620,2009-11-24T12:18:01Z
203416826,36.60231,-86.64098,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:26:37Z
203418058,36.550837,-87.053333,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:26:50Z
203418508,36.52968,-86.81719,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:26:56Z
203418968,36.613988,-86.710445,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:01Z
203419382,36.600259,-86.877406,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:07Z
203419836,36.592726,-86.65616,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:13Z
203420421,36.476622,-87.023061,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:19Z
203420762,36.57302,-87.025424,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:22Z
203421139,36.549063,-87.113699,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:27Z
203421782,36.543889,-86.765276,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:34Z
203422360,36.580459,-86.716321,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:27:39Z
203423172,36.5482507,-86.7551627,joshparnham,1009527,3,16451446,2013-06-07T00:41:31Z
203424006,36.5934923,-86.8245408,pyram,497849,3,40805391,2016-07-17T20:05:40Z
203424598,36.564283,-86.665948,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:11:53Z
203425094,36.436229,-86.931227,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:11:58Z
203425759,36.567677,-86.736236,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:05Z
203426255,36.479565,-87.081196,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:10Z
203426860,36.529313,-86.724831,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:16Z
203427456,36.450452,-87.001952,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:22Z
203428039,36.563681,-86.673218,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:28Z
203428474,36.508077,-87.035878,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:33Z
203428837,36.4904858,-86.6800243,joshparnham,1009527,3,14582446,2013-01-09T04:30:48Z
203429372,36.563743,-86.668572,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:44Z
203429943,36.5030225,-86.9064889,AndrewSnow,371121,4,21146169,2014-03-16T22:24:32Z
203430218,35.897083,-86.387233,Rub21,510836,3,18164570,2013-10-03T16:22:59Z
203430485,36.440267,-86.833118,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:12:55Z
203430892,36.499124,-87.061792,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:13:00Z
203431449,35.934456,-86.25863,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:30:10Z
203431834,35.8614448,-86.2178861,jayL76,1767140,4,33840381,2015-09-06T19:29:41Z
203432462,36.419268,-86.948504,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:13:13Z
203432955,36.528806,-86.65301,woodpeck_fixbot,147510,2,3338849,2009-12-10T02:13:16Z
203433400,35.8595954,-86.4084983,cartodrummer,1200598,3,16047441,2013-05-09T12:55:28Z
203433707,36.457771,-86.81312,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:30:43Z
203434106,36.054101,-86.515593,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:30:35Z
203434356,36.506509,-87.120358,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:30:50Z
203434640,36.4303355,-87.0770259,woodpeck_fixbot,147510,3,3233704,2009-11-28T06:30:52Z
203434942,36.564181,-86.908759,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:30:56Z
203435315,36.554241,-86.687572,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:30:59Z
203435596,36.538007,-87.013477,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:31:02Z
203435873,36.539816,-87.109448,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:31:06Z
203436102,35.770141,-86.258519,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:30:59Z
203436403,35.726842,-86.211896,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:31:02Z
203436893,36.478068,-87.094627,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:31:16Z
203437257,36.4034599,-86.7601457,joshparnham,1009527,3,15193363,2013-02-28T07:49:37Z
203437721,36.514334,-86.796924,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:31:24Z
203438142,36.3930658,-86.7745076,joshparnham,1009527,3,15193363,2013-02-28T07:49:37Z
203438407,35.997638,-86.5566,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:31:24Z
203438757,35.787082,-86.623825,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:31:28Z
203439124,36.4832373,-86.8608451,wegavision,564585,4,18005705,2013-09-24T09:42:41Z
203439486,36.5178812,-86.9349587,AndrewSnow,371121,3,21147778,2014-03-17T01:30:37Z
203440020,36.531029,-86.686587,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:31:46Z
203440424,35.6436987,-86.2622691,woodpeck_fixbot,147510,3,3152684,2009-11-18T17:32:01Z
203440754,35.7463423,-86.4397326,cartodrummer,1200598,3,16066697,2013-05-10T15:59:41Z
203441341,35.740894,-86.34808,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:32:08Z
203441618,36.502176,-86.952191,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:32:01Z
203442138,35.9299316,-86.29123,cartodrummer,1200598,3,16460523,2013-06-07T18:34:10Z
203442450,36.496745,-87.009693,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:32:09Z
203442867,36.5077277,-86.8784069,42429,42429,3,7783364,2011-04-06T10:42:54Z
203443332,36.471104,-86.6564729,joshparnham,1009527,3,14582446,2013-01-09T04:47:18Z
203443691,36.001163,-86.507393,woodpeck_fixbot,147510,2,3152684,2009-11-18T17:32:34Z
203443988,36.4168267,-86.7658827,joshparnham,1009527,3,15193363,2013-02-28T08:23:10Z
203444415,35.9849408,-86.4365556,rickmastfan67,252811,3,6294705,2010-11-05T12:00:22Z
203444837,36.567992,-86.79387,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:32:48Z
203445118,36.591164,-86.5919184,aaronly,839887,4,12908206,2012-08-29T17:38:31Z
203445510,35.8827593,-86.4240991,Huntster,114243,3,11146595,2012-03-30T05:09:01Z
203445941,35.9988754,-86.493585,stewart00311,614315,3,10844020,2012-03-02T02:12:04Z
203446277,36.523281,-86.732634,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:33:03Z
203446686,36.5369401,-86.9090252,AndrewSnow,371121,3,21185264,2014-03-19T01:54:43Z
203446953,36.480117,-86.796469,woodpeck_fixbot,147510,2,3233704,2009-11-28T06:33:12Z
